타카, 75, 148
타자, 92, 162
바카, 88, 153
나라, 53, 170
다자, 73, 146
타바, 52, 163
자아, 75, 199
하타, 98, 194
사가, 60, 190
타바, 86, 147
타사, 66, 192
사하, 96, 147
타카, 53, 140
가타, 51, 154
다다, 49, 186
타나, 67, 142
바사, 83, 147
아아, 77, 169
카파, 85, 196
라아, 69, 148
라나, 49, 164
사카, 58, 186
바다, 48, 153
타아, 57, 159
타하, 69, 158
타라, 49, 140
가자, 76, 167
마사, 44, 170
바라, 81, 198
자하, 43, 181
마타, 42, 183
하사, 51, 163
타자, 66, 144
하아, 48, 189
하라, 66, 161
사하, 49, 173
사타, 91, 148
하카, 68, 182
마다, 56, 151
타라, 76, 151
타하, 51, 188
바파, 44, 157
마라, 87, 198
타타, 86, 173
타바, 83, 168
타라, 42, 166
하나, 98, 161
사라, 77, 152
가사, 56, 158
하하, 67, 164
하나, 60, 158
파나, 48, 187
나자, 89, 182
카나, 81, 151
바사, 78, 141
가라, 56, 185
마하, 80, 163
마타, 61, 160
사카, 49, 196
하타, 71, 179
타라, 82, 199
가다, 83, 145
가하, 72, 160
가타, 47, 171
타바, 65, 143
하나, 55, 188
마자, 91, 179
사나, 74, 156
파파, 58, 166
나타, 50, 194
나라, 98, 144
다하, 59, 195
파사, 85, 171
다다, 79, 193
파카, 44, 174
나파, 63, 146
마타, 40, 149
타타, 44, 158
아라, 65, 183
라마, 61, 174
하자, 75, 157
라타, 54, 158
타라, 73, 199
라다, 78, 197
가파, 59, 191
카타, 86, 170
하나, 71, 185
나다, 64, 149
자타, 40, 142
타자, 86, 150
사사, 74, 161
파파, 91, 180
라가, 50, 143
라가, 56, 197
아아, 80, 195
바아, 98, 148
사파, 44, 181
다나, 67, 191
아다, 68, 151
타다, 75, 186
사카, 47, 141
아가, 88, 165
가타, 47, 173
아하, 41, 165
파카, 42, 169
사아, 52, 164
라라, 45, 174
카하, 76, 142
타파, 64, 160
아자, 83, 172
타사, 94, 147
나아, 84, 190
아아, 76, 182
타아, 45, 190
나하, 86, 174
카파, 48, 178
자다, 46, 186
하나, 90, 194
파타, 74, 154
파타, 60, 149
하타, 91, 151
사사, 56, 160
마자, 80, 179
다마, 92, 194
가타, 66, 168
나하, 95, 150
타마, 70, 146
사사, 56, 173
하타, 60, 190
바마, 60, 145
카라, 93, 156
하사, 64, 156
타다, 94, 169
하다, 85, 140
다사, 99, 176
바카, 73, 177
자나, 69, 172
사나, 47, 149
하하, 56, 153
라타, 96, 140
카라, 82, 147
바가, 56, 166
하타, 91, 156
타나, 57, 196
타사, 52, 184
타자, 44, 155
하라, 93, 197
하하, 51, 177
바바, 90, 160
라다, 66, 158
사파, 88, 182
가아, 60, 148
사타, 48, 157
마아, 91, 140
하아, 61, 196
라카, 52, 155
나바, 61, 171
마가, 88, 182
마카, 69, 149
가자, 70, 197
마나, 51, 159
타나, 48, 189
마마, 50, 161
아카, 96, 151
하하, 69, 171
사카, 43, 181
가타, 42, 177
가가, 88, 187
사나, 97, 163
사나, 54, 145
카카, 84, 182
타나, 55, 167
라사, 73, 179
라파, 61, 172
아가, 91, 141
타카, 42, 183
타나, 64, 187
자마, 82, 188
마마, 51, 182
사다, 97, 183
바사, 57, 155
라하, 46, 185
다사, 91, 154
파타, 55, 186
타아, 97, 175
라카, 57, 197
자라, 49, 167
나다, 59, 158
카아, 71, 182
바가, 83, 176
타다, 64, 182
파하, 82, 160
타카, 67, 169
타타, 48, 169
타사, 92, 148
다하, 55, 145
자바, 62, 146
카아, 64, 182
라나, 60, 162
카라, 43, 172
마자, 77, 175
사바, 76, 190
사아, 72, 188
사아, 63, 178
마아, 67, 185
다파, 45, 199
바사, 70, 195
마자, 85, 151
아자, 72, 181
아다, 49, 172
아하, 86, 194
파바, 63, 173
하나, 49, 172
타아, 80, 186
파나, 68, 165
아라, 64, 199
사다, 40, 162
다타, 82, 151
바바, 63, 193
라아, 48, 154
타나, 65, 195
다파, 45, 191
하카, 94, 159
타하, 65, 198
하가, 84, 173
자라, 55, 142
가카, 81, 186
자파, 97, 159
바타, 87, 174
파바, 45, 142
사아, 62, 198
라다, 43, 149
하타, 85, 140
다카, 54, 140
마다, 52, 187
라사, 69, 162
카라, 81, 166
카파, 85, 161
다라, 85, 165
파하, 85, 157
아타, 83, 152
바가, 80, 198
파하, 84, 198
사다, 47, 145
타타, 44, 194
타가, 96, 164
아아, 69, 190
사하, 46, 174
타다, 51, 191
사마, 47, 178
마타, 98, 170
하카, 82, 156
바마, 79, 194
하하, 98, 159
하라, 44, 144
나사, 82, 157
카가, 94, 189
타다, 43, 147
마바, 86, 195
아나, 64, 169
자하, 77, 148
하바, 71, 184
파자, 52, 158
타다, 72, 197
바자, 73, 198
아나, 62, 182
타다, 40, 191
타다, 81, 144
타가, 64, 198
하카, 73, 172
가타, 40, 187
아카, 87, 185
파바, 58, 198
다라, 72, 151
라나, 84, 152
다타, 55, 178
자자, 67, 154
다나, 98, 177
라사, 52, 196
타가, 72, 176
라나, 81, 141
바마, 85, 160
아가, 44, 160
나타, 56, 156
라라, 71, 198
나라, 83, 174
타하, 83, 165
마하, 98, 149
하다, 89, 175
라타, 80, 196
파자, 41, 194
카사, 71, 172
사사, 53, 148
타하, 42, 173
하가, 71, 144
타하, 57, 146
타자, 78, 151
바가, 74, 155
하하, 63, 140
하카, 78, 152
가카, 85, 155
다하, 70, 170
라타, 67, 182
가자, 47, 172
하파, 85, 173
카타, 89, 171
가타, 54, 166
타가, 48, 156
카마, 55, 173
라나, 69, 186
타나, 67, 184
마라, 63, 149
타카, 47, 191
end
end
end
